tweet	party
I’m heartbroken at the news of yet another mass shooting in America — and I’m keeping the victims and their loved ones in my prayers. We can’t go on like this any longer as a nation. It’s time we come together and pass common-sense reforms to end this epidemic. …	0
"Joe Biden on Bernie Sanders' gun legislation record: ""He goes after every corporation in the world. But I have not seen him go after the gun manufacturers"" #CNNTownHall"	0
Here’s a useful summary of the current best thinking among public health experts on how we need to approach the fight against COVID-19 in the coming weeks. …	0
Ten years ago today, I signed the Affordable Care Act into law. It protected preexisting conditions, cut the uninsured rate in half, and lots more. But it's still under political attack right when we need care the most. We have to protect it, build on it, until we cover everyone.	0
Sometimes it takes the wisdom and resilience of those who have been marginalized for all of us to remember the importance of community and mutual aid.	0
And @cripchick, a disabled activist, understands what it’s like for people with particular vulnerabilities to come together for support: …	0
.@sullydish witnessed the impact of HIV-AIDS on the LGBT community in the early stages of that devastating disease: …	0
Here are a few stories that have less to do with the very real medical or economic aspects of this crisis, and more with how we take care of each other as a human family during all crises:	0
The best part of my job was meeting people like this—ready to make a selfless act in a time of need. Many Americans are already making deep sacrifices to keep our communities healthy, but if you’re able to, consider helping those hit the hardest. …	0
.@rgay and @SheaSerrano are using their feeds to directly support people in need—and helping shift our ideas about how to approach giving. …	0
In my old neighborhood, the @BSAllianceChi established a crisis pantry to provide food and essential items for particularly vulnerable queer and trans residents on the South and West sides of Chicago. …	0
.@ObamaFoundation Fellow @alexsmith1982 is helping seniors fight loneliness in the UK through a mix of new and old technology: online chats through Zoom and Skype, and postcards and poems shared by younger neighbors. …	0
Some great stories of big-hearted people coming up with new ways to come together—even while remaining apart—to help the vulnerable who face some very tough times ahead. …	0
In the meantime, remember to check up by phone on elderly or vulnerable friends and neighbors who may need our help.	0
As communities have begun to recognize the importance of social distancing measures to “flatten the curve” on COVID-19 transmission, here’s a sober but useful primer on what we should expect in the coming months: …	0
We owe a profound debt of gratitude to all our health professionals and everybody who’ll be on the front lines of this pandemic for a long while. They’re giving everything. May we all model our own behavior on their selflessness and sacrifice as we help each other through this. …	0
Not everybody can stay home, and we owe a big debt of gratitude to health professionals, transit and airport workers, first responders, and everyone keeping our communities going. Leaders have to step up to support people whose lives and livelihoods take a hit in the weeks ahead.	0
Watch this. It shows why we should all do the right thing and stay home to the fullest extent possible. All of us can help slow the spread of the virus, protecting the elderly, the vulnerable, and each other. …	0
A shout out to Kevin, Giannis, Zion, Blake, Steph and all the players, owners and organizations who are setting a good example during a challenging time. A reminder that we’re a community, and that each of us has an obligation to look out for each other. …	0
If you’re wondering whether it’s an overreaction to cancel large gatherings and public events (and I love basketball), here’s a useful primer as to why these measures can slow the spread of the virus and save lives. We have to look out for each other. …	0
In the midst of campaign season, it’s important to look squarely at what’s at stake. This article speaks to one of the disturbing long term trends that we as voters and citizens need to expect our government to address. …	0
55 years ago today, we were beaten, tear gassed, and trampled by horses. I thought I saw death. I thought I was going to die. I don't know how I made it back, but I know we cannot rest. We cannot become weary. We must keep pushing and pulling and find a way to get in the way.	0
55 years ago, when a group of civil rights organizers crossed the Edmund Pettus Bridge, they carried America with them. Today, let's honor that legacy by continuing their work to protect and exercise our foundational right to vote.	0
Protect yourself and your community from coronavirus with common sense precautions: wash your hands, stay home when sick and listen to the @CDCgov and local health authorities. Save the masks for health care workers. Let’s stay calm, listen to the experts, and follow the science.	0
Michelle and I are sending our prayers to those affected by the severe storms in Tennessee, especially to those who lost loved ones. Our hearts are with you and the first responders working so diligently to protect the vibrant communities of Nashville.	0
"America needs you as states prepare for the next round of redistricting. It's up to all of us to make sure we have a fair democracy. Join me in the fight for fair maps.
  
Join me and @allontheline today:  "	0
"Shirley Chisholm said ""You don't make progress by standing on the sidelines, whimpering and complaining. You make progress by implementing ideas.""
  
All across this country, right now, people are coming together to create extraordinary change. …"	0
The Obama Presidential Center will make Jackson Park a part of presidential history. In 1893, Frederick Douglass made it a part of Black history. For #BlackHistoryMonth, we explore his visit to Chicago's World's Fair—and his call to celebrate the contributions of Black Americans.	0
After a lifetime of reaching for the stars, today, Katherine Johnson landed among them. She spent decades as a hidden figure, breaking barriers behind the scenes. But by the end of her life, she had become a hero to millions—including Michelle and me.	0
Happy birthday to one of my heroes — someone who believed our right to vote was more important than his own life. Thanks for making good trouble for 80 years, @repjohnlewis.	0
 …	0
Here are a couple of articles that are worth reading — from housing to health, these stories use data to explore challenges we face and demonstrate how policy solutions along with civic engagement can make a real difference in people’s lives. …	0
Eleven years ago today, near the bottom of the worst recession in generations, I signed the Recovery Act, paving the way for more than a decade of economic growth and the longest streak of job creation in American history.	0
It’s a big day in Chicago as @NBAAllStar returns to our city for the first time since 1988. But before tipoff we’re kicking things off with a day of service for neighborhood kids at @ChiPubSchools with @BarackObama and the @NBA Rising Stars.	0
Happy Valentine’s Day to my forever dance partner, @MichelleObama.	0
What a great example of citizenship, what each of us can do to make a difference for all of us: …	0
Even if the methods are new, sowing the seeds of doubt, division, and discord to turn Americans against each other is an old trick. The antidote is citizenship: to get engaged, organized, mobilized, and to vote - on every level, in every election. …	0
Thirty years on, I remember the hope we all felt watching Mandela’s release from prison. The gift of a new way of seeing. The chance to participate in the work of building a better world. The ultimate example of perseverance and faith for each new generation to follow.	0
Congrats to Julia and Steven, the filmmakers behind American Factory, for telling such a complex, moving story about the very human consequences of wrenching economic change. Glad to see two talented and downright good people take home the Oscar for Higher Ground’s first release. …	0
Sixty years ago today, the Greensboro Four stood up to injustice by sitting down at a lunch counter. Our journey is full of such stories; of acts of patriotic protest that challenge this country we love to live up to our highest ideals, however long it takes. #BlackHistoryMonth	0
Kobe was a legend on the court and just getting started in what would have been just as meaningful a second act. To lose Gianna is even more heartbreaking to us as parents. Michelle and I send love and prayers to Vanessa and the entire Bryant family on an unthinkable day.	0
Every so often, I re-read Dr. King’s Letter from a Birmingham Jail. While some of the injustices may have changed, his poetic brilliance, moral clarity, and tests of conscience still reverberate today. Take a moment to reflect on his righteous call: …	0
In every scene, you are my star, @MichelleObama! Happy birthday, baby!	0
Glad to see American Factory’s Oscar nod for Best Documentary. It’s the kind of story we don’t see often enough and it’s exactly what Michelle and I hope to achieve with Higher Ground. Congrats to the incredible filmmakers and entire team!	0
Our fellow Americans in Puerto Rico can use our support after this week’s earthquakes. They’ve shown their enduring spirit over the past couple years, and it’s up to us to pull together for one another once again. I hope you’ll support their recovery: …	0
Here’s the thing: Even with problems of this magnitude, each of us can still find a way to make change. That’s why I’m proud of young people like Alice Mahar, a environmental activist in Melbourne. Read about her and find ways you can help, too: …	0
The catastrophic fires in Australia are the latest example of the very real and very urgent consequences of climate change. It’s on us to stay focused and protect the one planet we’ve got for the next generation: …	0
With David Stern’s passing, I’m reflecting on everything he did to take the NBA global, creating entire new generations of fans pretending to be like Mike or any of their favorite players on driveways and playgrounds around the world.	0
Here’s to a happy, healthy, and hopeful 2020. Happy New Year, everybody!	0
From hip-hop to country to The Boss, here are my songs of the year. If you’re looking for something to keep you company on a long drive or help you turn up a workout, I hope there’s a track or two in here that does the trick.	0
If there’s one thing I love about @RepJohnLewis, it’s his incomparable will to fight. I know he’s got a lot more of that left in him. Praying for you, my friend.	0
Next up are my favorite movies and TV shows of 2019. Of course, there’s also American Factory, a film from our own production company, Higher Ground, that was recently shortlisted for an Oscar. Here’s the full list:	0
As we wind down 2019, I wanted to share with you my annual list of favorites that made the last year a little brighter. We’ll start with books today — movies and music coming soon. I hope you enjoy these as much as I did.	0
From the Obama family to yours, Merry Christmas!	0
On behalf of my family, Chag Sameach and Happy Hanukkah! As Jews around the world celebrate, let the menorah’s light remind us all of the miracles in our own lives.	0
2019 was full of moments that show humanity at its best—compassionate, entrepreneurial, determined. And yes, hopeful. Take a look to see for yourself. …	0
#ObamaLeaders convened 200 inspiring changemakers from across the Asia Pacific. Take a look at their week in Kuala Lumpur with @BarackObama, @MichelleObama and more:	0
"Did you miss your chance to #GetCovered with affordable health coverage at  ? 

Well you’re in luck: The deadline has been extended to 11:59pm PT on December 17th!

Sign up at   now!"	0
You can get the zen garden next week, but tomorrow is the last day to sign up for health coverage at  . This year, most current   customers can find an insurance plan with a monthly premium of $10 or less. Get covered today!	0
It was remarkable to be back in the Asia-Pacific region with my sister this week, joined by hundreds of talented and optimistic @ObamaFoundation leaders. They’re making their mark on this region—and the whole world—and that's good for all of us.	0
My sister Maya and I are about to take the stage at @ObamaFoundation Leaders: Asia-Pacific. We'll be talking about how growing up in this region made us who we are—and the opportunity today's young people have to shape the future. I hope you'll tune in at 	0
Julia Roberts, Deborah Henry, and I are about to take the stage at #ObamaLeaders: Asia-Pacific to reflect on our visit to Vietnam with the @girlsalliance and to share our reflections on leadership. Don’t miss it: …	0
I thought it was about time I share my holiday gift list — a few practical items, all $10 or less. The best one? Health care for you or somebody you care about. The deadline to sign up is December 15. Go to   and get covered.	0
In Vietnam I had the chance to sit down with some of our @ObamaFoundation leaders and alumni from across the Asia Pacific. From combating climate change in Vietnam to evaluating social impact in Indonesia, they're doing extraordinary work and expanding their impact together.	0
"What an incredible day in Vietnam with members of the @GirlsAlliance community!

Take a look at our visit to Cần Giuộc high school and then visit  … to support projects that empower girls through education in Vietnam and around the world."	0
Because of Paul Volcker, our financial system is stronger and safer for the American people. I’ll remember Paul for his consummate wisdom, untethered honesty, and a level of dignity that matched his towering stature. I’m proud to have called him not just an adviser, but a friend.	0
Today, we give thanks for our blessings, give back to those around us, and enjoy some time — and turkey, and maybe a little football — with the ones we love. From the Obama family to yours, Happy Thanksgiving.	0
"Before arguing with friends or family around the Thanksgiving table, take a look at the science behind arguing better. And it'll never hurt to try this: ""Listen to people, get them to think about their own experience, and highlight your common humanity."" …"	0
Politicians shouldn’t be picking their voters. Voters should be picking their representatives. But unless we act, the status quo will remain in states all across the country. Let's make sure maps are drawn fairly when redistricting happens again in 2021: 	0
Take a look at this piece to understand the very real consequences of gerrymandering. In Asheville, NC, we see what happens when district lines are drawn for maximum partisan advantage: It mean citizens’ voices are diminished. It means more polarization. …	0
Young leaders like these are powering the promise of the Asia Pacific region. Michelle and I couldn’t be more impressed by their initiative. Can’t wait to join them in Malaysia next month. …	0
Proud to see Oluwaseun @AyodejiOsowobi in this list. She’s an @ObamaFoundation Leader who’s organizing young people in Nigeria to help end sexual violence, and her work embodies what our foundation is all about: passing the baton to the next generation.  …	0
Stories like this are a reminder of our duty, as a country and as Americans, to support every veteran—not only in words, but in deed. To every veteran out there, thank you. We’re forever in your debt.	0
This Veterans Day, here’s a moving portrait of the extraordinary resilience of my friend Cory Remsburg, an Army Ranger I’ve come to know over the years. It’s an honest tribute to all those wounded warriors and their families who give so much to our country …	0
No one says it better than @MichelleObama — the Obama Presidential Center coming to the South Side isn't for us, it's for the community and the next generation of leaders. …	0
Proud of all the Americans who showed up to vote yesterday, electing a set of hopeful, forward-thinking leaders primed to protect Medicaid, draw fair voting maps, and reduce gun violence. A great night for our country—one that’ll leave a lasting legacy.	0
Proud to endorse an outstanding group of Virginia Democrats in Tuesday’s election—candidates who’ll not only advance the causes of equality, justice, and decency, but help ensure that the next decade of voting maps are drawn fairly. That’s good policy—and good for our politics.	0
Today’s the first day of open enrollment on  , and high-quality coverage might be more affordable than you think. Nearly 9 in 10   customers qualify for financial help—so if you or someone you know needs insurance, #GetCovered today.	0
Congrats to the World Champion @Nationals and their fans! A great group that always showed up when it counted and was never afraid to show a little joy: dancing in the dugout, laughing, believing, and always sticking together. A true team with a spirit that’d do us all well.	0
Watch live: @BarackObama is about to take the stage at the #ObamaSummit. Tune in now at   for his conversation with @YaraShahidi and young leaders from around the world.	0
Take a tour with @BarackObama through the future Obama Presidential Center on Chicago’s South Side.	0
Glad to be back in Chicago for the @ObamaFoundation Summit. It’s where I first learned to organize—and where I met @MichelleObama. We all have places that define us, and at the Summit, we’ll be exploring the meaning behind them—tune in tomorrow at  . …	0
.@SamanthaJPower is a Pulitzer winner, an incredible writer, and a great friend. Her memoir, The Education of an Idealist, grapples with the balance between idealism, pragmatism, advocacy, and governance. It's a must-read for anyone who cares about our role in a changing world.	0
Michelle and I are heartbroken over the passing of our friend, Elijah Cummings. May his example inspire more Americans to pick up the baton and carry it forward in a manner worthy of his service.	0
I was proud to work with Justin Trudeau as President. He's a hard-working, effective leader who takes on big issues like climate change. The world needs his progressive leadership now, and I hope our neighbors to the north support him for another term.	0
In December, Michelle and I will head to Malaysia for the first @ObamaFoundation Leaders: Asia-Pacific gathering. The region plays an important role in my own story, and today, it’s home to a generation of rising leaders ready to create a better world. We can’t wait to join them.	0
Yesterday, marathoner Eliud Kipchoge became the first ever to break two hours. Today in Chicago, Brigid Kosgei set a new women’s world record. Staggering achievements on their own, they’re also remarkable examples of humanity’s ability to endure—and keep raising the bar.	0
"Happy #DayoftheGirl! I’m excited to share that in December, I’ll be visiting Vietnam to meet some of the inspiring girls from the @GirlsAlliance community and the organizations that work so hard to support their dreams. 
 
I can't wait to share their stories with you."	0
Congrats to the @WashMystics on a gutsy, first-ever championship! A great team performance when it counted. If folks aren’t careful, this title thing might become a habit in DC.	0
Here’s an interesting read—a reminder that behind every opinion lies a human being with real experiences and a story to tell. Sometimes we’ll agree and sometimes we won’t, but if we want our democracy work, listening to each other isn’t optional. …	0
As President, I leaned on @AmbassadorRice’s experience, expertise, and willingness to tell me what I needed to hear. In her memoir, Tough Love, you’ll see why. It’s a tribute to American leadership—and a unifying call for us to do our part to protect it. I hope you’ll read it.	0
Like the Beatles said: It’s getting better all the time. Thanks, babe, for 27 amazing years!	0
On National Voter Registration Day, it’s up to us as citizens to make sure everyone we know can make their voices heard at the ballot box. Check and update your registration at   — and tell your friends, too.	0
One challenge will define the future for today’s young generation more dramatically than any other: Climate change. The millions of young people worldwide who’ve organized and joined today’s #ClimateStrike demand action to protect our planet, and they deserve it.	0
Just 16, @GretaThunberg is already one of our planet’s greatest advocates. Recognizing that her generation will bear the brunt of climate change, she’s unafraid to push for real action. She embodies our vision at the @ObamaFoundation: A future shaped by young leaders like her.	0
That’s what Americans do when others are in need – we help. We give. We inspire. Want to make a difference? There are a number of ways you can help right here: …	0
Jermaine Bell is just six years old, but when he saw people in need, he took the money he’d been saving for a trip to Disney World and spent it on food and water for South Carolina evacuees. …	0
Bahamian families and communities face a long recovery from Hurricane Dorian. And Americans are reaching out to help. Brittany Garvin is helping people reunite and evacuate. …	0
As we remember those we lost on 9/11, we also remember the spirit of unity and togetherness that defined the weeks and months after. On this day of service, I’m reflecting on all those still working to embrace that spirit, today and every day. …	0
Marca had a remarkable way of bringing out the best within us. For me, she was a trusted voice and a persistent, buoyant spirit—an example that progress can be slow, but it’s always possible. We’ll miss her, but we’re far better off because of her fight. …	0
Yesterday’s ruling is a big win for North Carolina—and for all of us. Voters should choose their representatives, not the other way around. This win is proof that change is always within our reach, on gerrymandering, voting rights, and much more. …	0
Saw this story of a young person doing great work and wanted to share it—keep it up, David! That’s some creative organizing. …	0
Training is at the heart of organizing. It’s why I’ve always made it a priority – from my 2008 campaign until now. And it’s why I’m proud to announce @allontheline’s in-person training initiative, Redistricting U. Join us:  	0
With summer winding down, here’s a sampling of what Michelle and I have been listening to — some new, some old, some fast, some slow. Hope you enjoy.	0
A good story gives you the chance to better understand someone else’s life. It can help you find common ground. And it’s why Michelle and I were drawn to Higher Ground’s first film, American Factory. Take a look at our conversation with the directors, and check it out on Netflix.	0
Toni Morrison was a national treasure, as good a storyteller, as captivating, in person as she was on the page. Her writing was a beautiful, meaningful challenge to our conscience and our moral imagination. What a gift to breathe the same air as her, if only for a while.	0
Until all of us stand up and insist on holding public officials accountable for changing our gun laws, these tragedies will keep happening: …	0
Recent court decisions make it clear that the change we need to restore our democracy has to come from the ground up. @Allontheline’s work to ensure an accurate census count and achieve fair maps in 2021 has never been more important. Join us today:  	0
Here’s a worthwhile Sunday read: “…nothing should temper partisanship more than an awareness that somewhere, on some issue, people with whom you disagree are telling a story that you really need to hear.” …	0
I’ve always been proud of what this team accomplished during my administration. But more than what we did, I’m proud of how they’re continuing to fight for an America that’s better. …	0
Leaders: Africa may have ended, but 200 inspiring #ObamaLeaders returned to their homes with the new connections and fresh perspectives that will help them change the future.  	0
Economist Raj Chetty is not only identifying the decline in opportunity we’ve seen in recent decades—but trying to reverse it. Inequality, like many problems we face, is as vast as it is complex. But this article left me a little more hopeful: …	0
Here are a couple of articles backed by new research that are worth taking a look at: A new study on the Medicaid expansion my administration fought for under the Affordable Care Act—and how these policy decisions affect lives in real terms: …	0
In America, we don’t fear the future, we embrace it. 50 years ago, that spirit took us to the moon. Today, it’s embodied by people like Tiffany Davis. She’s a young rocket scientist who is helping us explore the next frontier, wherever that might take us. 	0
What truly makes our country great is its diversity. I’ve seen that beauty in so many ways over the years. Whether we are born here or seek refuge here, there’s a place for us all. We must remember it’s not my America or your America. It’s our America.	0
#MandelaDay reminds us that when things feel dark, confusing, or impossible—take a look back at his writings. There, we see how a belief in the dignity of every person can be made real, an unwavering hope to steel us along our own long walks toward something better.	0
I have a good feeling about these Chicago @UrbanAlliance interns. Thanks for letting me spend yesterday afternoon with you—you’re going to go on to do incredible things and make many people proud. In fact, you already have.	0
The @ObamaFoundation is helping a new generation of leaders make their mark, and there’s an extraordinary group gathering this week for Obama Leaders: Africa. Their work will help unlock the incredible promise of the continent—and make the world better for all of us.	0
Proud to rep America’s best team! Congrats @USWNT and thanks for being such a strong inspiration for women and girls—and everybody—all across the country.	0
Yes! Fourth star. Back to back. Congrats to the record breakers on the @USWNT, an incredible team that’s always pushing themselves—and the rest of us—to be even better. Love this team. #OneNationOneTeam	0
Good luck to the @USWNT! You all are some of the most fearless, powerful, awe-inspiring athletes I’ve ever seen—and together, you’re nothing short of extraordinary. #OneNationOneTeam	0
Happy Fourth of July, everybody! This is always a great day in the Obama family: a chance to celebrate America—and Malia’s birthday, too. Hope all of you are able to get some time with friends, family, and fireworks.	0
I’m admittedly biased, but this article gibes with my experience about what all of us might take away from the “aloha spirit.” …	0
Congrats to the USWNT! A great performance from a great team—looking forward to Sunday. #OneNationOneTeam	0
No one changes the world alone. That’s why the @ObamaFoundation is connecting emerging leaders from South Africa to Singapore to the South Side of Chicago—so they can change the world together. Read my reflection on our second year: …	0
The most important job in our democracy is citizen. If you’re tired of politicians manipulating maps and ignoring the will of voters, I hope you’ll sign @allontheline’s Citizen Commitment today: …	0
50 years ago, history was written at the Stonewall Inn when New York's LGBT community stood up, spoke out, and started a movement. In 2016 I was proud to designate it as a national monument—a reminder the arc of our history is an arc of progress as long as we keep pushing for it.	0
What a gift to come across this interview with Julia “Hurricane” Hawkins. I’m as grateful for her life advice as I am impressed by her 100-meter dash time. …	0
Now we’re talking! Congrats to Team USA for moving on, and thanks for continuing to make us all proud. #USA …	0
On Juneteenth, we celebrate our capacity to make real the promise of our founding, that thing inside each of us that says America is not yet finished, that compels all of us to fight for justice and equality until this country we love more closely aligns with our highest ideals.	0
Outside the Oval Office, I kept a painting of a small crowd huddled around a pocketwatch, waiting for the moment the Emancipation Proclamation took effect. On Juneteenth, we celebrate the anniversary of that news - freedom - reaching slaves in Texas. And something more:	0
This is worth a read: a thought-provoking reminder that education reform isn’t a cure-all. As a supporter of education reform, I agree that fixing educational inequality requires doing more to address the broader, systemic sources of economic inequality. …	0
Yes we can, Greta. I’m hopeful because of you and all the young people who are fighting to protect the planet. Keep at it. …	0
Happy Father’s Day to Charles, one of our @ObamaFoundation Fellows, and all the dads at Fathers’ Uplift. Today, we’re celebrating fathers like these who provide a powerful example—not only for their kids, but for the rest of us, too.	0
These young people want to take action and make a change. Through the #CommunityLeadership Corps in Chicago and Hartford, we’re going to help them see it through:	0
The @USWNT is something to smile about. It was great to celebrate with them back in 2015 and I'm excited to root them on in their drive to earn their fourth star. Best of luck to these champions for equality, on and off the field. #OneNationOneTeam	0
Six years ago, David Ortiz's spirit and resolve helped us all begin to heal from the Boston Marathon bombing. Today, I want to join many others in wishing him a speedy recovery of his own. Get well soon, Papi.	0
Last week, it was Virginia Beach. But day after day and year after year, too many families and communities are shattered by senseless gun violence. We can't get numb to this. On National Gun Violence Awareness Day, pledge to speak out, #WearOrange — and vote — to protect lives.	0
Courage is contagious. Watch some of the courageous students who won our first-ever Civic Action Recognition Awards, hosted with @ChiPubSchools. They’re showing us that you’re never too young to lead:  	0
You've got a lot to be proud of, Jiwandeep. Thanks for everything you do to make this country a little more equal. Turban looks great, by the way. Happy Pride Month, everybody! …	0
What a life. American history has always been driven by visionaries like Leah Chase—and all the men and women who worked and ate at Dooky Chase’s over the years—folks who serve up progress one bowl of gumbo at a time.  …	0
A story worth sharing: Twelve years ago, Brian joined my first presidential campaign. Two years ago, he was diagnosed with ALS and launched @iamalsorg to find a cure. Brian and Sandra wake up every day believing that we can win this fight—and that makes me hopeful, too.	0
Exciting to see the faces of Colombia's future at an @ObamaFoundation roundtable with young leaders in Bogotá. Their creativity, their compassion, and their drive to improve their country are promising signs of what's to come.	0
On Memorial Day, we remember all those who gave everything for something greater than themselves. It's up to us to not simply reflect on their sacrifice but to honor it with service of our own—and by living out the values they fought for.	0
Great to get out there and take a few cuts at the plate yesterday—I had a blast with all these extraordinary young people. Thanks for letting me drop in and thanks to the Nationals Youth Academy for the outstanding work you do to support youth in DC. …	0
"Congratulations on the inauguration of @ChicagosMayor Lori Lightfoot, Treasurer Melissa Conyears-Ervin, @ChiCityClerk Anna Valencia, and the new City Council.

Watch President @BarackObama's message to Chicagoans on this historic day."	0
Here’s a great story: While we’ve still got a lot of work to do to make college affordable for everyone, that didn’t stop Robert F. Smith from seizing an opportunity to make a difference. He’s erasing the student loan debt for this year’s @Morehouse grads. …	0
Happy Mother's Day to the most caring, brilliant, funny, and grounded woman I know—a perfect role model not just for our daughters, but so many others. Love you, @MichelleObama.	0
As part of the @ObamaFoundation, moms like Dr. Mwansa Ketty Lubeya are answering the call for change—and raising the next generation of leaders while they’re at it. …	0
Congratulations, Meghan and Harry! Barack and I are so thrilled for both of you and can't wait to meet him. #RoyalBaby …	0
Happy #CollegeSigningDay, everybody! I'm proud of every student out there who's taking the next step in their education. It's the best thing you can do for yourself and your future. …	0
Condolences to the family of John Singleton. His seminal work, Boyz n the Hood, remains one of the most searing, loving portrayals of the challenges facing inner-city youth. He opened doors for filmmakers of color to tell powerful stories that have been too often ignored.	0
Congratulations to the new class of @ObamaFoundation Fellows! Their work in every region of the globe is already making the world better, and I hope this experience helps them make an even bigger impact.  	0
For thirty-six years, Richard Lugar proved that pragmatism and decency work—not only in Washington but all over the world. Michelle and I send our warmest sympathies to his family and all those who had the privilege of knowing this American statesman.	0
Dominique’s story is a reminder to us that where you’re from shouldn’t define what you can achieve. I’m proud of her and all students striving for a better future. …	0
This generation of climate activists is tired of inaction, and they've caught the attention of leaders all over the world. So while this challenge is only getting more urgent, they show us the kind of action it'll take to meet this moment.	0
And in the U.S., 13-year old @AlexandriaV2005 of New York, 13-year old @havenruthie of Denver, and 16-year old @israhirsi of Minneapolis are some of the young people leading the fight at home. I hope more of us will follow their example. …	0
I met 23-year-old @luisamneubauer in Berlin earlier this month. Luisa, the organizer behind the student movement in Germany, says, “It’s our future and we’re not going to stop fighting for it.” …	0
They're people like 16-year-old @GretaThunberg, whose protests at Swedish parliament sparked a movement. Inspired by Greta's action, Fridays for Future brought together more than a million strikers on every continent last month to demand action on climate. …	0
Young people all over the world are leading the way in the fight to protect our planet because they know their future depends on it. This Earth Day, I want to celebrate the courageous, committed young leaders who are stepping up to save the one planet we've got.	0
To all who celebrate today, happy Easter from our family to yours! On this day of rebirth and renewal, let’s recommit to love and serve our brothers and sisters, especially those in need, in every way we can. Have a great day, everybody.	0
The attacks on tourists and Easter worshippers in Sri Lanka are an attack on humanity. On a day devoted to love, redemption, and renewal, we pray for the victims and stand with the people of Sri Lanka.	0
Notre Dame is one of the world’s great treasures, and we’re thinking of the people of France in your time of grief. It’s in our nature to mourn when we see history lost – but it’s also in our nature to rebuild for tomorrow, as strong as we can.	0
Congratulations, Tiger! To come back and win the Masters after all the highs and lows is a testament to excellence, grit, and determination.	0
"Another good story worth sharing: From one ""kid from Akron"" to a new generation of Akron kids, some remarkable early achievements at @IPROMISESchool. Great work, @KingJames—and even better work by those students. Proud to be a witness to their success: "	0
From a big NBA fan, congrats to future Hall of Famers Dwyane Wade and Dirk Nowitzki—not just all-time greats but class acts, too.	0
In just a few minutes, I’m taking the stage at the @ObamaFoundation Town Hall Europe for a conversation about how to best support civic leaders carrying out good work across the continent. I hope you’ll tune in live at  . …	0
A voice everybody should hear. …	0
Here’s a story about people doing good that's worth sharing: @BradPaisley and his wife @Kimwilliamspais saw food insecurity in Nashville and decided to do something about it. They just broke ground on a free grocery store to help families in need: …	0
Great to see Chicago’s historic mayoral race between two highly qualified candidates. Congrats to our next mayor, Lori Lightfoot—and Toni Preckwinkle campaigned hard and did us proud. I know that with our city’s heart and Lori’s leadership, Chicago’s best days are still ahead.	0
Valerie is one of my oldest friends and advisors – she was by my side when I first decided to run for office and for every major moment of the presidency. @ValerieJarrett's voice has often inspired me and I know “Finding My Voice” will inspire others to lift their voices, too.	0
Last night I had the chance to meet with first-term Democrats in Congress—it's a young, diverse class, stocked with a bunch of my campaign and administration alums who’ve taken the torch. This group is going to be driving progress for a long time to come.	0
Just in the nick of time: My brackets have never been my one shining moment, but here we go again. You can check out my #MarchMadness picks here:  	0
And here are some ways to help cyclone victims in Mozambique, Malawi, and Zimbabwe: …	0
The floods in the Midwest and in southern Africa are heartbreaking. Suffering and loss on two sides of the world calls for solidarity and strength from all of us. Ask what you can do to help our fellow Americans and families in need. Here are some ideas: …	0
In 2011, I visited the tiny town of Moneygall and got to walk around in the house where my great-great-great grandfather Falmouth Kearney lived his early life. I'll always be grateful for the warmth and generosity of the Irish people. Happy St. Patrick's Day! -Barack O’Bama	0
Michelle and I send our condolences to the people of New Zealand. We grieve with you and the Muslim community. All of us must stand against hatred in all its forms.	0
.@MichelleObama and I are rooting hard for Team USA as the Special Olympics World Games get underway this week. Our Special Olympians are terrific examples of America’s heart and drive.	0
What a great moment. Happy 110th, Virginia. …	0
Michelle and I send our deepest sympathies to all who knew the victims of today’s plane crash in Ethiopia.	0
The Crew Dragon’s been on quite a ride since I last saw it—congrats to @NASA and @SpaceX on a successful return! We invested in the @Commercial_Crew program to strengthen the U.S. space program for the long haul, and it’s great to see that happening.	0
Preethi, Alice, and Sefora are just three of many @ObamaFoundation leaders who remind us what International Women’s Day is all about: imagining a world free of artificial ceilings for the next generation—and doing the hard work to get us there.	0
And @SeforaKodjo is helping the next generation of women leaders in Africa rise up. Her organization is training and mentoring young women across the continent to adopt a new model of leadership, one that puts gender equality at the heart of economic development.	0
.@BarbeAlice is helping refugees resettle into welcoming communities in France, offering them job training and language immersion, as well as a place to stay. More importantly, she’s fighting a narrative that suggests our differences are more important than our shared humanity.	0
.@preethiherman is helping women unleash their power to change their societies. As head of the   Foundation, she’s leading an initiative that combines online tools with in-person organizing, giving women a voice in her native India—and beyond.	0
On International Women’s Day, I’m reflecting on the future we all want for our daughters: one where they can live out their aspirations without limits. And I’m celebrating some of the women who are building that future for all of us today.	0
It’s up to all of us as citizens to make sure that the rules of democracy are fair—everywhere—because the next decade of our nation's progress is on the line. Join me and @allontheline in the fight against gerrymandering:  .	0
Zion Williamson seems like an outstanding young man as well as an outstanding basketball player. Wishing him a speedy recovery.	0
I’m about to join @StephenCurry30 on stage with @MBK_Alliance to answer questions from boys and young men of color about the challenges that confront them and the opportunities within their grasp. Tune in at  .	0
Ahead of #MBKRising and in honor of Black History Month, @BarackObama shared a nonfiction reading list that can help to provide some essential context about the challenges that many people of color face every day. Take a look, then tune in tomorrow: …	0
I’ve always loved basketball because it’s about building a team that’s equal to more than the sum of its parts. Glad to see this expansion into Africa because for a rising continent, this can be about a lot more than what happens on the court. …	0
